,Verb,ObjKeyword,ObjSent,Rating,SbjKeyword,SbjSent,Message,Count
0,be,,neutral,good,bars,negative,The bars were however very quiet ,1
0,be,class,neutral,good,dead sea,positive,The buffet lunch at the Dead Sea was first class ,1
0,be,miss,neutral,good,service,negative,In the bars service was hit miss ,1
0,go,,neutral,good,places,positive,plenty of places to go ,1
0,be,247,neutral,good,coffee,positive, coffee of good quality was available 247 ,1
0,be,,neutral,good,fruit,positive,Healthy options fruit salads were in plentiful supply,1
0,be,superb,neutral,good,quality,positive,the quality of singing was superb ,1
0,be,food,neutral,bad,biggest disappointment,negative,Our biggest disappointment was in the food ,1
0,be,hot dogs,neutral,bad,selection,positive,The selection of meats at the buffets were usually hot dogs hamburgers cheese pizza chicken fish or luncheon meats ,1
0,have,excellent lamb dish,positive,bad,,neutral,I had an excellent lamb dish ,1
0,stick,shell,neutral,bad,pink meat,negative,tasteless brown not pink meat stuck to the shell ,1
0,be,stations,neutral,good,buffet,positive,The buffet seemed surprisingly uncrowded was easy to navigate with it's well marked stations ,1
0,be,humor,positive,good,service,neutral,Service was good our waiters were excellent with a good sense of humor dinner selection was varied and the food generally good ,1
0,be,desserts,positive,good,entrees,neutral,entrees were generally good and appetizers and desserts excellent ,1
0,be,,neutral,good,bar service,negative,Bar service was very good ,1
0,be,nightmare,neutral,bad,table,negative,Getting a table in the overcrowded buffet restaurant was a nightmare ,1
0,be,,negative,bad,food,neutral,The food was very disappointing ,1
0,achieve,factor,neutral,bad,food,negative,The food apart from being permanently lukewarm achieved the 'wow' factor ,1
0,have,conversation,positive,good,,neutral,they have a conversation with youThe restaurant staff were excellent had the same two waiters all week so friendly ,1
0,be,,neutral,good,bar staff,negative,the bar staff were fantastic ,1
0,be,breakfast,positive,good,,neutral,We were so glad that we could eat in The Muse restaurant for breakfast and supper ,1
0,be,,neutral,good,buffet,positive,The best part of the buffet was ,1
0,surround,carving station,neutral,good,pasta,positive,by bread soup and pasta was surrounded The carving station ,1
0,be,fine points,positive,good,dining room waiter,positive,Our dining room waiter was not only a great person but an excellent server an expert in cutlery and other fine points of dining service ,1
0,include,items,neutral,good,fillings,negative,fillings that were unidentifiable to me included a few items on the buffet ,1
0,get,selection,positive,good,,neutral,you get pizza a selection of sandwiches and cookies ,1
0,have,breakfast,positive,good,,neutral,They have an assortment of drinks from breakfast ,1
0,be,,positive,good,waiters,neutral,The waiters were friendly and helpful ,1
